BROKERREFERENCE,ENTRYNUMBER,IMPORTERNAME,IMPORTERID,LINENUMBER,HTS_NUMBER,HTS_DESCRIPTION,MANUFACTURERNAME,ENTRYDATE,ARRIVALDATE,DATEOFEXPORT,MODEOFTRANSPORT,ENTEREDVALUE,COUNTRYOFORIGIN,ADL1_HTS_NUMBER,ADL2_HTS_NUMBER,ADL3_HTS_NUMBER,ADL4_HTS_NUMBER,ADL5_HTS_NUMBER,ADL6_HTS_NUMBER,ADL7_HTS_NUMBER,ADL1_HTS_DESCRIPTION,ADL2_HTS_DESCRIPTION,ADL3_HTS_DESCRIPTION,ADL4_HTS_DESCRIPTION,ADL5_HTS_DESCRIPTION,ADL6_HTS_DESCRIPTION,ADL7_HTS_DESCRIPTION
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,95,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,747,DE,99038508,8302423010,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,PNUMTC CLNDRS IR/ST/AL/ZN FURN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,513.3,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,2,99030220,RECIP EU 15% DUTY,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,247.23,DE,3917230000,,,,,,,PLASTIC TUBES VIN CHL POLY,,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,2435.6,DE,99038502,7604291090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM PROFILES ALLOY OTHER,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,2215.56,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,5,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,1342.12,DE,99038502,7604291090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM PROFILES ALLOY OTHER,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,513.3,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,7,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,1788.55,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,8,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,3752.57,DE,99038502,7604210090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM HOLLOW PROF ALLOY OTH,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,9,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,4072.42,DE,99038502,7604210090,,,,,,ALU  NT19(G)  ALL CTRIES,ALUMINUM HOLLOW PROF ALLOY OTH,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,10,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,2378.15,DE,99038191,8302423010,,,,,,DERIV STL  NT16(N) ALL CTRIES,PNUMTC CLNDRS IR/ST/AL/ZN FURN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,11,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,560.98,DE,99038191,8302423010,,,,,,DERIV STL  NT16(N) ALL CTRIES,PNUMTC CLNDRS IR/ST/AL/ZN FURN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,12,99030220,RECIP EU 15% DUTY,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,494.47,DE,3917230000,,,,,,,PLASTIC TUBES VIN CHL POLY,,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,13,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,1878.97,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,14,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,10686.06,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,15,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,2137.21,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,1,,,VIELER INTERNATIONAL,10/05/2025,10/06/2025,,Vessel Non-container,,,,,,,,,,,,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,1694.18,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,5488.18,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,3,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,2910.87,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-1,02271797',VIELER INTERNATIONAL LP,58-255440400,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VIELER INTERNATIONAL GMBH + CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,186.3,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2615135-2,02271805',AUMUND CORPORATION,58-138896800,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUMUND FOERDERTECHNIK GMBH,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,993.92,DE,99038191,8431390010,,,,,,DERIV STL  NT16(N) ALL CTRIES,MACHINERY PTS OF CONVEY/ELEV,,,,,
2615135-2,02271805',AUMUND CORPORATION,58-138896800,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,AUMUND FOERDERTECHNIK GMBH,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,3574.3,DE,99038191,8431390010,,,,,,DERIV STL  NT16(N) ALL CTRIES,MACHINERY PTS OF CONVEY/ELEV,,,,,
2615135-4,02271813',CB MANUFACTURING & SALES CO INC,34-101525000,1,99030220,RECIP EU 15% DUTY,LUTZ GMBH & CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,15157.37,DE,8208906000,,,,,,,KNV/CUT BLDS FOR MACH AND PTS,,,,,,
2615135-4,02271813',CB MANUFACTURING & SALES CO INC,34-101525000,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,LUTZ GMBH & CO. KG,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,5153.1,DE,99038191,8211945000,,,,,,DERIV STL  NT16(N) ALL CTRIES,BLADES OTH  FO KNV NT HAV,,,,,
2615135-5,02271821',KSB DUBRIC  INC.,82-445015600,1,99030220,RECIP EU 15% DUTY,KSB SERVICE GMBH,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,705000,DE,8419903000,,,,,,,MACH PTS FOR HEAT EXCH UNI,,,,,,
2615135-5,02271821',KSB DUBRIC  INC.,82-445015600,2,99030220,RECIP EU 15% DUTY,KSB SERVICE GMBH,10/05/2025,10/06/2025,9/22/2025,Vessel Non-container,10000,DE,8419903000,,,,,,,MACH PTS FOR HEAT EXCH UNI,,,,,,
2563031,02273215',BAUSCHLINNEMANN NORTH AMERICA,56-193913400,1,99030220,RECIP EU 15% DUTY,SURTECO GMBH,10/05/2025,10/05/2025,9/23/2025,Vessel Container,111369.96,DE,4811594040,,,,,,,OTHR PAPR COATD W/PLASTIC,,,,,,
2563031,02273215',BAUSCHLINNEMANN NORTH AMERICA,56-193913400,2,99030220,RECIP EU 15% DUTY,SURTECO GMBH,10/05/2025,10/05/2025,9/23/2025,Vessel Container,3977.78,DE,4811594040,,,,,,,OTHR PAPR COATD W/PLASTIC,,,,,,
2563140,02273223',BAUSCHLINNEMANN NORTH AMERICA,56-193913400,1,99030220,RECIP EU 15% DUTY,SURTECO GMBH,10/05/2025,10/05/2025,9/23/2025,Vessel Container,20860.51,DE,4811594040,,,,,,,OTHR PAPR COATD W/PLASTIC,,,,,,
2563140,02273223',BAUSCHLINNEMANN NORTH AMERICA,56-193913400,2,99030220,RECIP EU 15% DUTY,SURTECO GMBH,10/05/2025,10/05/2025,9/23/2025,Vessel Container,84964.63,DE,4811594040,,,,,,,OTHR PAPR COATD W/PLASTIC,,,,,,
2563140,02273223',BAUSCHLINNEMANN NORTH AMERICA,56-193913400,3,99030220,RECIP EU 15% DUTY,SURTECO GMBH,10/05/2025,10/05/2025,9/23/2025,Vessel Container,48284.29,DE,4811594040,,,,,,,OTHR PAPR COATD W/PLASTIC,,,,,,
4537954,02273405',SPARE PARTS SPECIALIST INC,58-263565500,1,99038801,ARTICLE OF CHINA US NTE 20(A),HUATAO LOVER LTD,10/05/2025,10/04/2025,10/04/2025,Air Non-container,3800,CN,99030124,99030125,8439995000,,,,,CN/HK EO 20% DUTY,PRD ANY CTRY EXC 99030126-0134,MACH PTS F/FINISHING PAPER,,,,
2563036,02273686',KUKA SYSTEMS GMBH,051704-00238,1,99030220,RECIP EU 15% DUTY,KUKA SYSTEMS GMBH,10/05/2025,10/05/2025,9/23/2025,Vessel Container,145502.15,DE,8466208065,,,,,,,WORK HOLDERS  OTHER  NSPF,,,,,,
4537985,02273900',FI-TECH INC,54-091465000,1,99030220,RECIP EU 15% DUTY,SPOOLEX,10/05/2025,10/04/2025,10/04/2025,Air Non-container,234.94,FR,5603110095,,,,,,,NONWV:OTHER MAN MADE <=25G,,,,,,
4537992,02274312',FIBER ENERGY LLC,47-086031100,1,99030220,RECIP EU 15% DUTY,TRADEC GMBH,10/05/2025,10/05/2025,10/05/2025,Air Non-container,6326.93,DE,8413702022,,,,,,,CENT PMP OT W/DIS OUT U/7.,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,746.22,DE,8538100000,,,,,,,BOARDS  PANELS  ETC PARTS,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,2,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,1790.1,DE,8504320000,,,,,,,TRANSFORMERS OTH 1<X<=16 K,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,413.01,DE,8481803030,,,,,,,BUTTERFLY TYPE IRON HANDOPAP,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,280.3,DE,8481801090,,,,,,,BUTTERFLY TYPE COPPER 850 KPA+,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,58.03,DE,99038190,8483308040,,,,,,DERIV STL  NT16(M) ALL CTRIES,BEARING HOUSINGS  OTHER,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,560.33,DE,99038191,8431390010,,,,,,DERIV STL  NT16(N) ALL CTRIES,MACHINERY PTS OF CONVEY/ELEV,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,2457,DE,8302200000,,,,,,,CASTORS  AND PARTS OF  OF BASE,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,2547,DE,8302200000,,,,,,,CASTORS  AND PARTS OF  OF BASE,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,148.26,DE,99038508,99037802,8544429090,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,NON-CU CNT NT 36(C),CNDCTOR W/CNTR <=1000V  OT,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,263.9,DE,8481309000,,,,,,,CHECK VALVES  OTHER  NSPF,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,561.6,DE,9026208000,,,,,,,OTHR PRESSURE MEASUR INST&,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,546.62,DE,3926909989,,,,,,,OTH.PLSTIC MAT OTH OTH OTH,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,839.75,DE,9031808085,,,,,,,OTHR MEASUR/CHECK INST NSP,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,2,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,11.91,DE,8484200000,,,,,,,MECHANICAL SEALS METAL SHE,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,755.94,DE,8481809050,,,,,,,APPLCE N/HAND W/TAP VLV.  NSPF,,,,,,
4537998,02274346',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030220,RECIP EU 15% DUTY,EISENMANN GMBH,10/05/2025,10/04/2025,10/04/2025,Air Non-container,375.67,DE,8421990180,,,,,,,FILT/PURIF MACH PARTS OTH,,,,,,
4537956,02274353',BAUSCHLINNEMANN NORTH AMERICA,56-193913400,1,99030220,RECIP EU 15% DUTY,SURTECO GMBH,10/05/2025,10/05/2025,10/05/2025,Air Non-container,2984.18,DE,4811594040,,,,,,,OTHR PAPR COATD W/PLASTIC,,,,,,
4537997,02274593',COVE HOME LLC,30-136116600,1,99030220,RECIP EU 15% DUTY,P. IONNOU G ZARKADIS QE,10/05/2025,10/04/2025,10/04/2025,Air Non-container,35055.6,GR,8210000000,,,,,,,HAND-OP MECH APPL 10KG OR LESS,,,,,,
2563095,02272415',GRASS AMERICA INC,51-066023000,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,39811.42,DE,99038191,8302106060,,,,,,DERIV STL  NT16(N) ALL CTRIES,HINGES SUIT FOR FURN/CABINETS,,,,,
2563095,02272415',GRASS AMERICA INC,51-066023000,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,7343.64,DE,99038191,8302423065,,,,,,DERIV STL  NT16(N) ALL CTRIES,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
2563095,02272415',GRASS AMERICA INC,51-066023000,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,43214.99,AT,99038191,8302423015,,,,,,DERIV STL  NT16(N) ALL CTRIES,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,
2563095,02272415',GRASS AMERICA INC,51-066023000,7,99030220,RECIP EU 15% DUTY,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,20687.53,AT,3926305000,,,,,,,PLAST FITTINGS OTHER,,,,,,
2563095,02272415',GRASS AMERICA INC,51-066023000,1,99030220,RECIP EU 15% DUTY,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,7554.65,DE,8302106060,,,,,,,HINGES SUIT FOR FURN/CABINETS,,,,,,
2563095,02272415',GRASS AMERICA INC,51-066023000,3,99030220,RECIP EU 15% DUTY,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,110.32,DE,8302423065,,,,,,,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,,
2563095,02272415',GRASS AMERICA INC,51-066023000,5,99030220,RECIP EU 15% DUTY,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,1800.65,AT,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2562959,02269361',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030220,RECIP EU 15% DUTY,JACKERING MUHLEN & NAHRMITTELWERKE GMBH,10/06/2025,9/28/2025,9/07/2025,Vessel Container,29443.84,DE,1109009020,,,,,,,WHEAT GLUTEN  OTHER,,,,,,
2562928,02269460',PLAYFOREVER INC.,38-428943400,1,99030124,CN/HK EO 20% DUTY,XIAMEN BALLGARII GENERAL EQUIPMENT,10/06/2025,10/02/2025,9/02/2025,Vessel Container,73240.92,CN,99030125,9503000090,,,,,,PRD ANY CTRY EXC 99030126-0134,OTHER  OTHER  OTHER TOYS,,,,,
2615137,02273157',BORGERS USA CORP,65-117296500,1,99030220,RECIP EU 15% DUTY,FKT GMBH,10/06/2025,10/04/2025,9/23/2025,Vessel Non-container,22528.56,DE,8412801000,,,,,,,SPRING-OP/WEIGHT-OP MOTORS,,,,,,
2615137,02273157',BORGERS USA CORP,65-117296500,1,99030220,RECIP EU 15% DUTY,FKT GMBH,10/06/2025,10/04/2025,9/23/2025,Vessel Non-container,10101.74,DE,8412801000,,,,,,,SPRING-OP/WEIGHT-OP MOTORS,,,,,,
2563159,02272134',DOBLA USA MFG LLC,41-218954800,1,99030220,RECIP EU 15% DUTY,IRCA SRL,10/06/2025,10/01/2025,9/20/2025,Vessel Container,46203.39,DE,2106909998,,,,,,,FOOD PREP NOT SPEC OR INC OTH,,,,,,
2563198,02272175',DOBLA USA MFG LLC,41-218954800,1,99030220,RECIP EU 15% DUTY,IRCA SRL,10/06/2025,10/01/2025,9/20/2025,Vessel Container,46203.39,DE,2106909998,,,,,,,FOOD PREP NOT SPEC OR INC OTH,,,,,,
2562892,02272373',CANTRELL GAINCO GROUP INC,31-151121700,1,99038801,ARTICLE OF CHINA US NTE 20(A),CIXI GOLDEN STAR BEARING CO LTD,10/06/2025,10/05/2025,8/27/2025,Vessel Container,137546.78,CN,99030124,99030125,8438909060,,,,,CN/HK EO 20% DUTY,PRD ANY CTRY EXC 99030126-0134,MACH PTS OTH PREP MEAT POULTRY,,,,
2563026,02272381',GRASS AMERICA INC,51-066023000,1,99030220,RECIP EU 15% DUTY,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,960.38,AT,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2563026,02272381',GRASS AMERICA INC,51-066023000,2,99030133,IEEPA-RECIPROCAL EXCLUSION 232,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,23049.06,AT,99038191,8302423015,,,,,,DERIV STL  NT16(N) ALL CTRIES,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,
2563026,02272381',GRASS AMERICA INC,51-066023000,3,99030220,RECIP EU 15% DUTY,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,960.38,AT,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2563026,02272381',GRASS AMERICA INC,51-066023000,4,99030133,IEEPA-RECIPROCAL EXCLUSION 232,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,23049.06,AT,99038191,8302423015,,,,,,DERIV STL  NT16(N) ALL CTRIES,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,
2563026,02272381',GRASS AMERICA INC,51-066023000,5,99030220,RECIP EU 15% DUTY,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,420.31,DE,8302106060,,,,,,,HINGES SUIT FOR FURN/CABINETS,,,,,,
2563026,02272381',GRASS AMERICA INC,51-066023000,6,99030133,IEEPA-RECIPROCAL EXCLUSION 232,GRASS GMBH,10/06/2025,10/06/2025,9/19/2025,Vessel Container,6584.78,DE,99038191,8302106060,,,,,,DERIV STL  NT16(N) ALL CTRIES,HINGES SUIT FOR FURN/CABINETS,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,1,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,15463.8,FR,3402901000,,,,,,,SYNTHETIC DETERGENTS ORGAN,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,2,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,1656,FR,2811221000,,,,,,,SYNTHETIC SILICA GEL,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,3,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,5750,FR,3907995050,,,,,,,OTHER SATURATED POLYESTERS,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,4,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,1040,FR,3909200000,,,,,,,MELAMINE RESINS IN PRIMARY,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,5,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,6000,FR,3909200000,,,,,,,MELAMINE RESINS IN PRIMARY,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,6,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,35211,FR,3907995050,,,,,,,OTHER SATURATED POLYESTERS,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,7,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,798,FR,2909430000,,,,,,,MONOBUTYL ETHERS OF EG OR DG,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,8,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,870.2,FR,2909496000,,,,,,,ETHER-ALCOHOLS  OTHER  OTH,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,1,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,2039.85,FR,3209100000,,,,,,,PAINTS/VARNISH AQUEOUS ACR,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,2,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,1075.6,FR,3204111000,,,,,,,DSPRS DYE BLU19-296 BRN19,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,3,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,3483.6,FR,3204111000,,,,,,,DSPRS DYE BLU19-296 BRN19,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,4,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,709.2,FR,3204111000,,,,,,,DSPRS DYE BLU19-296 BRN19,,,,,,
2563101,02272605',WEILBURGER NORTH AMERICA INC,81-219562900,5,99030220,RECIP EU 15% DUTY,WEILBURGER FRANCE,10/06/2025,10/05/2025,9/16/2025,Vessel Container,904.4,FR,3204111000,,,,,,,DSPRS DYE BLU19-296 BRN19,,,,,,
